STRESSOR_NAME,DATA_TYPE,CAS_RN,INCHIKEY_STANDARD...4,MANUAL_CHECK,CHEMICAL_ID,CHEMICAL_NAME,INCHIKEY_STANDARD...8,same_inchikey,Select_CHEMICAL_ID,Select_INCHIKEY,inchikey
PCB170,Stressor,35065-30-6,RMPWIIKNWPVWNG-UHFFFAOYSA-N,NA,21797,"2,2',3,3',4,4',5-heptachlorobiphenyl",RMPWIIKNWPVWNG-UHFFFAOYSA-N,TRUE,21797,RMPWIIKNWPVWNG-UHFFFAOYSA-N,RMPWIIKNWPVWNG-UHFFFAOYSA-N
"1,3,5,7,9,11-HBCDD",Stressor,25637-99-4,"LEOCKULGXOQRTQ-UHFFFAOYSA-N, SHRRVNVEOIKVSG-UHFFFAOYSA-N, DEIGXXQKDWULML-UHFFFAOYSA-N",NA,21455,"1,3,5,7,9,11-hexabromocyclododecane",LEOCKULGXOQRTQ-UHFFFAOYSA-N,FALSE,21455,LEOCKULGXOQRTQ-UHFFFAOYSA-N,LEOCKULGXOQRTQ-UHFFFAOYSA-N
PBDE203,Stressor,337513-72-1,RTUZOQFRIPIWPS-UHFFFAOYSA-N,NA,21647,"1,2,3,4,5-pentabromo-6-(2,4,5-tribromophenoxy)benzene",RTUZOQFRIPIWPS-UHFFFAOYSA-N,TRUE,21647,RTUZOQFRIPIWPS-UHFFFAOYSA-N,RTUZOQFRIPIWPS-UHFFFAOYSA-N
PCB66,Stressor,32598-10-0,RKLLTEAEZIJBAU-UHFFFAOYSA-N,NA,21650,"2,3',4,4'-tetrachlorobiphenyl",RKLLTEAEZIJBAU-UHFFFAOYSA-N,TRUE,21650,RKLLTEAEZIJBAU-UHFFFAOYSA-N,RKLLTEAEZIJBAU-UHFFFAOYSA-N
PCB70,Stressor,32598-11-1,NA,NA,21651,"2,3',4',5-tetrachlorobiphenyl",KENZYIHFBRWMOD-UHFFFAOYSA-N,FALSE,21651,KENZYIHFBRWMOD-UHFFFAOYSA-N,KENZYIHFBRWMOD-UHFFFAOYSA-N
PCB74,Stressor,32690-93-0,TULCXSBAPHCWCF-UHFFFAOYSA-N,NA,21658,"2,4,4',5-tetrachlorobiphenyl",TULCXSBAPHCWCF-UHFFFAOYSA-N,TRUE,21658,TULCXSBAPHCWCF-UHFFFAOYSA-N,TULCXSBAPHCWCF-UHFFFAOYSA-N
Metylkvikksølv,Stressor,22967-92-6,"DBUXSCUEGJMZAE-UHFFFAOYSA-N, JJWSNOOGIUMOEE-UHFFFAOYSA-N",NA,21047,methylmercury,DBUXSCUEGJMZAE-UHFFFAOYSA-N,FALSE,21047,DBUXSCUEGJMZAE-UHFFFAOYSA-N,DBUXSCUEGJMZAE-UHFFFAOYSA-N
IN-70941,Stressor,138724-53-5,NA,NA,25409,rimsulfuron desulfon (IN-70941),YKUAHBLGZCTWPS-UHFFFAOYSA-N,FALSE,25409,YKUAHBLGZCTWPS-UHFFFAOYSA-N,YKUAHBLGZCTWPS-UHFFFAOYSA-N
IN-70942,Stressor,151331-80-5,NA,NA,24978,rimsulfuron metabolite (IN-70942),AFOZBVKCZXHDER-UHFFFAOYSA-N,FALSE,24978,AFOZBVKCZXHDER-UHFFFAOYSA-N,NA
Lutetium,Stressor,7439-94-3,OHSVLFRHMCKCQY-UHFFFAOYSA-N,NA,42044,lutetium,OHSVLFRHMCKCQY-UHFFFAOYSA-N,TRUE,42044,OHSVLFRHMCKCQY-UHFFFAOYSA-N,OHSVLFRHMCKCQY-UHFFFAOYSA-N
4-tert-Oktylfenol trietoksylat (OP3EO),Stressor,2315-62-0,"KFYFCXRYPMEEAJ-UHFFFAOYSA-N, OLOHNJXENGJYTB-UHFFFAOYSA-N",NA,42292,octoxynol-3,OLOHNJXENGJYTB-UHFFFAOYSA-N,FALSE,42292,OLOHNJXENGJYTB-UHFFFAOYSA-N,KFYFCXRYPMEEAJ-UHFFFAOYSA-N
PCB50,Stressor,62796-65-0,NA,NA,23142,"2,2',4,6-tetrachlorobiphenyl",VLLVVZDKBSYMCG-UHFFFAOYSA-N,FALSE,23142,VLLVVZDKBSYMCG-UHFFFAOYSA-N,VLLVVZDKBSYMCG-UHFFFAOYSA-N
Sum NonaBDE,Stressor,63936-56-1,CYRHBNRLQMLULE-UHFFFAOYSA-N,NA,23170,"2,2',3,3',4,4',5,5',6-nonabromodiphenyl ether",CYRHBNRLQMLULE-UHFFFAOYSA-N,TRUE,23170,CYRHBNRLQMLULE-UHFFFAOYSA-N,CYRHBNRLQMLULE-UHFFFAOYSA-N
PCB122,Stressor,76842-07-4,"COAHPTZTTPSBPB-UHFFFAOYSA-N, GWOWBISZHLPYEK-UHFFFAOYSA-N",NA,24018,"2,3,3',4',5'-pentachlorobiphenyl",GWOWBISZHLPYEK-UHFFFAOYSA-N,FALSE,24018,GWOWBISZHLPYEK-UHFFFAOYSA-N,COAHPTZTTPSBPB-UHFFFAOYSA-N
9H-Perfluornonansyre (9H-PFNA),Stressor,76-21-1,RARQGXBOCXOJPM-UHFFFAOYSA-N,NA,100289,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9-hexadecafluorononanoic acid",RARQGXBOCXOJPM-UHFFFAOYSA-N,TRUE,100289,RARQGXBOCXOJPM-UHFFFAOYSA-N,RARQGXBOCXOJPM-UHFFFAOYSA-N
Pentabrombenzen,Stressor,608-90-2,LLVVSBBXENOOQY-UHFFFAOYSA-N,NA,100397,"1,2,3,4,5-pentabromobenzene",LLVVSBBXENOOQY-UHFFFAOYSA-N,TRUE,100397,LLVVSBBXENOOQY-UHFFFAOYSA-N,LLVVSBBXENOOQY-UHFFFAOYSA-N
"9,10-dimetylfenantren",Stressor,604-83-1,NA,NA,106332,"9,10-dimethylphenanthrene",JUEORGSHIXFSSI-UHFFFAOYSA-N,FALSE,106332,JUEORGSHIXFSSI-UHFFFAOYSA-N,JUEORGSHIXFSSI-UHFFFAOYSA-N
Perfluor-4-(perfluoretyl)sykloheksylsulfonsyre (PFECHS),Stressor,646-83-3,ICKAEAFPESRWOT-UHFFFAOYSA-N,NA,109164,"1,2,2,3,3,4,5,5,6,6-decafluoro-4-(1,1,2,2,2-pentafluoroethyl)cyclohexane-1-sulfonic acid",ICKAEAFPESRWOT-UHFFFAOYSA-N,TRUE,109164,ICKAEAFPESRWOT-UHFFFAOYSA-N,ICKAEAFPESRWOT-UHFFFAOYSA-N
"Perfluor-2,5,8-trimetyl-3,6,9-trioksadodekansyre (369O3-PFDoDA)",Stressor,65294-16-8,"HPNULWLLEOKCID-UHFFFAOYSA-N, ZGINCXHGFXLOKC-UHFFFAOYSA-N",NA,117098,"2,3,3,3-tetrafluoro-2-[1,1,2,3,3,3-hexafluoro-2-[1,1,2,3,3,3-hexafluoro-2-(1,1,2,2,3,3,3-heptafluoropropoxy)propoxy]propoxy]propanoic acid",HPNULWLLEOKCID-UHFFFAOYSA-N,FALSE,117098,HPNULWLLEOKCID-UHFFFAOYSA-N,HPNULWLLEOKCID-UHFFFAOYSA-N
Bisfenol BP,Stressor,1844-01-5,"BATCUENAARTUKW-UHFFFAOYSA-N, FPGSNQSYIQVOCU-UHFFFAOYSA-N",NA,125179,"4,4'-(diphenylmethylene)diphenol",BATCUENAARTUKW-UHFFFAOYSA-N,FALSE,125179,BATCUENAARTUKW-UHFFFAOYSA-N,BATCUENAARTUKW-UHFFFAOYSA-N
N-nitropiperazin,Stressor,42499-41-2,NA,NA,153681,1-nitropiperazine,KNZVXSFTGQDAPP-UHFFFAOYSA-N,FALSE,153681,KNZVXSFTGQDAPP-UHFFFAOYSA-N,KNZVXSFTGQDAPP-UHFFFAOYSA-N
"4,4'-di-tert-butyldifenylamin",Stressor,4627-22-9,OPEKHRGERHDLRK-UHFFFAOYSA-N,NA,175264,4-tert-butyl-N-(4-tert-butylphenyl)aniline,OPEKHRGERHDLRK-UHFFFAOYSA-N,TRUE,175264,OPEKHRGERHDLRK-UHFFFAOYSA-N,OPEKHRGERHDLRK-UHFFFAOYSA-N
"Bis(3,4-dimetylfenyl)amin",Stressor,55389-75-8,IMQQPEKHINRTCE-UHFFFAOYSA-N,NA,189121,"N-(3,4-dimethylphenyl)-3,4-dimethylaniline",IMQQPEKHINRTCE-UHFFFAOYSA-N,TRUE,189121,IMQQPEKHINRTCE-UHFFFAOYSA-N,IMQQPEKHINRTCE-UHFFFAOYSA-N
Perfluor(2-etoksyetan)sulfonsyre,Stressor,113507-82-7,"RJGUAQKOHAABLK-UHFFFAOYSA-N, FYSQBSZARDNGLE-UHFFFAOYSA-N",NA,222469,"1,1,2,2-tetrafluoro-2-(1,1,2,2,2-pentafluoroethoxy)ethanesulfonic acid",RJGUAQKOHAABLK-UHFFFAOYSA-N,FALSE,222469,RJGUAQKOHAABLK-UHFFFAOYSA-N,RJGUAQKOHAABLK-UHFFFAOYSA-N
"Perfluor-3,6-dioksaheptansyre (36O2-PFHpA)",Stressor,151772-58-6,PPWRLPJIHGWGFH-UHFFFAOYSA-N,NA,224712,"2,2-difluoro-2-[1,1,2,2-tetrafluoro-2-(trifluoromethoxy)ethoxy]acetic acid",PPWRLPJIHGWGFH-UHFFFAOYSA-N,TRUE,224712,PPWRLPJIHGWGFH-UHFFFAOYSA-N,PPWRLPJIHGWGFH-UHFFFAOYSA-N
"2H,2H,3H,3H-Perfluordekansyre (7:3 FTCA)",Stressor,812-70-4,HLBRGVKRZQSQHB-UHFFFAOYSA-N,NA,225288,"4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-pentadecafluorodecanoic acid",HLBRGVKRZQSQHB-UHFFFAOYSA-N,TRUE,225288,HLBRGVKRZQSQHB-UHFFFAOYSA-N,HLBRGVKRZQSQHB-UHFFFAOYSA-N
"bis (1H,1H,2H,2H-perfluordecylfosfat)",Stressor,678-41-1,AFWOYEYXUDHGHF-UHFFFAOYSA-N,NA,232519,"bis(3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecyl) hydrogen phosphate",AFWOYEYXUDHGHF-UHFFFAOYSA-N,TRUE,232519,AFWOYEYXUDHGHF-UHFFFAOYSA-N,AFWOYEYXUDHGHF-UHFFFAOYSA-N
Trioktyltinn,Stressor,869-59-0,"XMHKTINRBAKEDS-UHFFFAOYSA-N, IUCXVGIUCHUPIW-UHFFFAOYSA-N",NA,270920,trioctyltin,XMHKTINRBAKEDS-UHFFFAOYSA-N,FALSE,270920,XMHKTINRBAKEDS-UHFFFAOYSA-N,XMHKTINRBAKEDS-UHFFFAOYSA-N
"2H,2H-Perfluordekansyre (8:2 FTCA)",Stressor,27854-31-5,XTBXSCIWOVSSGB-UHFFFAOYSA-N,NA,304795,82fta,XTBXSCIWOVSSGB-UHFFFAOYSA-N,TRUE,304795,XTBXSCIWOVSSGB-UHFFFAOYSA-N,XTBXSCIWOVSSGB-UHFFFAOYSA-N
4-tert-butyldifenylamin,Stressor,4496-49-5,UOMXLEWVJZEVGP-UHFFFAOYSA-N,NA,320197,4-tert-butyl-N-phenylaniline,UOMXLEWVJZEVGP-UHFFFAOYSA-N,TRUE,320197,UOMXLEWVJZEVGP-UHFFFAOYSA-N,UOMXLEWVJZEVGP-UHFFFAOYSA-N
Perfluorheksansulfonamid (PFHxSA),Stressor,41997-13-1,WDZLGCSJJWEQJO-UHFFFAOYSA-N,NA,323434,"1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluorohexane-1-sulfonamide",WDZLGCSJJWEQJO-UHFFFAOYSA-N,TRUE,323434,WDZLGCSJJWEQJO-UHFFFAOYSA-N,WDZLGCSJJWEQJO-UHFFFAOYSA-N
N-fenyl-4-difenylamin,Stressor,32228-99-2,YGNUPJXMDOFFDO-UHFFFAOYSA-N,NA,360653,"N,4-diphenylaniline",YGNUPJXMDOFFDO-UHFFFAOYSA-N,TRUE,360653,YGNUPJXMDOFFDO-UHFFFAOYSA-N,YGNUPJXMDOFFDO-UHFFFAOYSA-N
PBDE181,Stressor,189084-67-1,NA,NA,377367,"1,2,3,4,5-pentabromo-6-(2,4-dibromophenoxy)benzene",GVNRIAPLVGNZPL-UHFFFAOYSA-N,FALSE,377367,GVNRIAPLVGNZPL-UHFFFAOYSA-N,GVNRIAPLVGNZPL-UHFFFAOYSA-N
2-(nitroamino)etanol,Stressor,74386-82-6,NA,NA,383070,N-(2-hydroxyethyl)nitramide,LATUZCZOMGJGGZ-UHFFFAOYSA-N,FALSE,383070,LATUZCZOMGJGGZ-UHFFFAOYSA-N,LATUZCZOMGJGGZ-UHFFFAOYSA-N
Dimetyl-N-fenylfluorenamin,Stressor,355832-04-1,RFTRFDMRINNTSI-UHFFFAOYSA-N,NA,380822,"9,9-dimethyl-N-phenylfluoren-2-amine",RFTRFDMRINNTSI-UHFFFAOYSA-N,TRUE,380822,RFTRFDMRINNTSI-UHFFFAOYSA-N,RFTRFDMRINNTSI-UHFFFAOYSA-N
(4-cykloheksylfenyl)-(4-isopropylfenyl)amin,Stressor,886365-92-0,UXZMIAMPVHCAIH-UHFFFAOYSA-N,NA,389061,4-cyclohexyl-N-(4-propan-2-ylphenyl)aniline,UXZMIAMPVHCAIH-UHFFFAOYSA-N,TRUE,389061,UXZMIAMPVHCAIH-UHFFFAOYSA-N,UXZMIAMPVHCAIH-UHFFFAOYSA-N
Dekloran 601,Stressor,13560-90-2,COOHPPAZRZIWHM-UHFFFAOYSA-N,NA,412954,"4,5,6,7,13,14,15,16,19,19,20,20-dodecachloroheptacyclo[9.6.1.14,7.113,16.02,10.03,8.012,17]icosa-5,14-diene",COOHPPAZRZIWHM-UHFFFAOYSA-N,TRUE,412954,COOHPPAZRZIWHM-UHFFFAOYSA-N,COOHPPAZRZIWHM-UHFFFAOYSA-N
Perfluor-4-metoksybutansyre (14-PFECA),Stressor,863090-89-5,CZTBTZZANBJSLY-UHFFFAOYSA-N,NA,412063,"2,2,3,3,4,4-hexafluoro-4-(trifluoromethoxy)butanoic acid",CZTBTZZANBJSLY-UHFFFAOYSA-N,TRUE,412063,CZTBTZZANBJSLY-UHFFFAOYSA-N,CZTBTZZANBJSLY-UHFFFAOYSA-N
PBDE118,Stressor,446254-80-4,"VTMFEPLDDHZBGI-UHFFFAOYSA-N, IUTPYMGCWINGEY-UHFFFAOYSA-N",NA,423890,"1,2,4-tribromo-5-(3,4-dibromophenoxy)benzene",VTMFEPLDDHZBGI-UHFFFAOYSA-N,FALSE,423890,VTMFEPLDDHZBGI-UHFFFAOYSA-N,VTMFEPLDDHZBGI-UHFFFAOYSA-N
"Bis-(9,9-dimetylfluoren-2-yl)amin",Stressor,500717-23-7,LCSMGMWMTSWXDD-UHFFFAOYSA-N,NA,456475,"N-(9,9-dimethylfluoren-2-yl)-9,9-dimethylfluoren-2-amine",LCSMGMWMTSWXDD-UHFFFAOYSA-N,TRUE,456475,LCSMGMWMTSWXDD-UHFFFAOYSA-N,LCSMGMWMTSWXDD-UHFFFAOYSA-N
"bis (1H,1H,2H,2H-perfluoroktylfosfat)",Stressor,57677-95-9,ZDYYWMSLMLTXDM-UHFFFAOYSA-N,NA,504280,"bis(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl) hydrogen phosphate",ZDYYWMSLMLTXDM-UHFFFAOYSA-N,TRUE,504280,ZDYYWMSLMLTXDM-UHFFFAOYSA-N,ZDYYWMSLMLTXDM-UHFFFAOYSA-N
4-(4-isopropoksyfenylsulfonyl)fenol,Stressor,95235-30-6,ZTILAOCGFRDHBH-UHFFFAOYSA-N,NA,560449,4-(4-propan-2-yloxyphenyl)sulfonylphenol,ZTILAOCGFRDHBH-UHFFFAOYSA-N,TRUE,560449,ZTILAOCGFRDHBH-UHFFFAOYSA-N,ZTILAOCGFRDHBH-UHFFFAOYSA-N
5H-Perfluorpentansyre (5H-PFPeA),Stressor,376-72-7,"VGFKXVSMDOKOJZ-UHFFFAOYSA-N, ZJYUDTPVWWBKPV-UHFFFAOYSA-M",NA,561138,"2,2,3,3,4,4,5,5-octafluoropentanoic acid",VGFKXVSMDOKOJZ-UHFFFAOYSA-N,FALSE,561138,VGFKXVSMDOKOJZ-UHFFFAOYSA-N,VGFKXVSMDOKOJZ-UHFFFAOYSA-N
Perfluor-3-metoksypropansyre (13-PFECA),Stressor,377-73-1,AGIMOOYNBDLMJV-UHFFFAOYSA-N,NA,571215,"2,2,3,3-tetrafluoro-3-(trifluoromethoxy)propanoic acid",AGIMOOYNBDLMJV-UHFFFAOYSA-N,TRUE,571215,AGIMOOYNBDLMJV-UHFFFAOYSA-N,AGIMOOYNBDLMJV-UHFFFAOYSA-N
Perfluoroktadekansyre (PFOcDA),Stressor,16517-11-6,"ZTSDOGSKTICNPQ-UHFFFAOYSA-N, LUBKKVGXMXTXOZ-UHFFFAOYSA-N",NA,569147,perfluorooctadecanoic acid,ZTSDOGSKTICNPQ-UHFFFAOYSA-N,FALSE,569147,ZTSDOGSKTICNPQ-UHFFFAOYSA-N,ZTSDOGSKTICNPQ-UHFFFAOYSA-N
"2-Etylheksyl 2,3,4,5-tetrabrombenzoat",Stressor,183658-27-7,HVDXCGSGEQKWGB-UHFFFAOYSA-N,NA,571686,"2-ethylhexyl 2,3,4,5-tetrabromobenzoate",HVDXCGSGEQKWGB-UHFFFAOYSA-N,TRUE,571686,HVDXCGSGEQKWGB-UHFFFAOYSA-N,HVDXCGSGEQKWGB-UHFFFAOYSA-N
"Dibenzo[a,h]pyren",Stressor,189-64-0,RXUSYFJGDZFVND-UHFFFAOYSA-N,NA,571485,"hexacyclo[10.10.2.02,7.09,23.013,18.020,24]tetracosa-1(23),2,4,6,8,10,12(24),13,15,17,19,21-dodecaene",RXUSYFJGDZFVND-UHFFFAOYSA-N,TRUE,571485,RXUSYFJGDZFVND-UHFFFAOYSA-N,RXUSYFJGDZFVND-UHFFFAOYSA-N
2-Etoksy-2'-etyloksanilid (UV-312),Stressor,23949-66-8,YIMHRDBSVCPJOV-UHFFFAOYSA-N,NA,578648,N'-(2-ethoxyphenyl)-N-(2-ethylphenyl)oxamide,YIMHRDBSVCPJOV-UHFFFAOYSA-N,TRUE,578648,YIMHRDBSVCPJOV-UHFFFAOYSA-N,YIMHRDBSVCPJOV-UHFFFAOYSA-N
Deaminodiketometribuzin,Stressor,52236-30-3,NA,NA,583928,metribuzin dadk,ZARIFGFXSIZTAK-UHFFFAOYSA-N,FALSE,583928,ZARIFGFXSIZTAK-UHFFFAOYSA-N,ZARIFGFXSIZTAK-UHFFFAOYSA-N
Nitritt,Stressor,14797-65-0,"IOVCWXUNBOPUCH-UHFFFAOYSA-M, IOVCWXUNBOPUCH-UHFFFAOYSA-N",NA,594545,nitrite,IOVCWXUNBOPUCH-UHFFFAOYSA-M,FALSE,594545,IOVCWXUNBOPUCH-UHFFFAOYSA-M,IOVCWXUNBOPUCH-UHFFFAOYSA-M
Guanylurea (legemiddel),Stressor,141-83-3,NA,NA,601006,diaminomethylideneurea,SQSPRWMERUQXNE-UHFFFAOYSA-N,FALSE,601006,SQSPRWMERUQXNE-UHFFFAOYSA-N,SQSPRWMERUQXNE-UHFFFAOYSA-N
Butyldifenylfosfat (DPhBP),Stressor,2752-95-6,DIBUFQMCUZYQKN-UHFFFAOYSA-N,NA,603450,butyl diphenyl phosphate,DIBUFQMCUZYQKN-UHFFFAOYSA-N,TRUE,603450,DIBUFQMCUZYQKN-UHFFFAOYSA-N,DIBUFQMCUZYQKN-UHFFFAOYSA-N
Monooktyltinntriklorid,Stressor,3091-25-6,NA,NA,605275,octyltin trichloride,INTLMJZQCBRQAT-UHFFFAOYSA-K,FALSE,605275,INTLMJZQCBRQAT-UHFFFAOYSA-K,INTLMJZQCBRQAT-UHFFFAOYSA-K
OH-PCB187,Stressor,158076-68-7,NA,NA,605548,"2,2',3,4',5,5',6-heptachloro-4-biphenylol",RPXRFGDJHIVRSM-UHFFFAOYSA-N,FALSE,605548,RPXRFGDJHIVRSM-UHFFFAOYSA-N,RPXRFGDJHIVRSM-UHFFFAOYSA-N
OH-PCB107,Stressor,152969-11-4,NA,NA,608041,"2,3,6-trichloro-4-(3,4-dichlorophenyl)phenol",WGNCTWHUJUDFCH-UHFFFAOYSA-N,FALSE,608041,WGNCTWHUJUDFCH-UHFFFAOYSA-N,WGNCTWHUJUDFCH-UHFFFAOYSA-N
Fosforpentoksid (P2O5),Stressor,1314-56-3,"YWEUIGNSBFLMFL-UHFFFAOYSA-N, DLYUQMMRRRQYAE-UHFFFAOYSA-N, LASYEVQUHGGBMO-UHFFFAOYSA-N",NA,607713,phosphoric anhydride,DLYUQMMRRRQYAE-UHFFFAOYSA-N,FALSE,NA,YWEUIGNSBFLMFL-UHFFFAOYSA-N,YWEUIGNSBFLMFL-UHFFFAOYSA-N
trans-Nonaklor,Stressor,39765-80-5,"OCHOKXCPKDPNQU-DFACZZRHSA-N, OCHOKXCPKDPNQU-FLVMBEMLSA-N, OCHOKXCPKDPNQU-FHPNKJTRSA-N, OCHOKXCPKDPNQU-UHFFFAOYSA-N",NA,613236,NA,OCHOKXCPKDPNQU-DFACZZRHSA-N,FALSE,613236,OCHOKXCPKDPNQU-DFACZZRHSA-N,OCHOKXCPKDPNQU-DFACZZRHSA-N
N-nitrosopiperazin,Stressor,5632-47-3,NA,NA,623561,1-nitrosopiperazine,CVTIZMOISGMZRJ-UHFFFAOYSA-N,FALSE,623561,CVTIZMOISGMZRJ-UHFFFAOYSA-N,CVTIZMOISGMZRJ-UHFFFAOYSA-N
Oktadekametylsyklononasiloksan (D9),Stressor,556-71-8,ISXOGOLHEGHGQF-UHFFFAOYSA-N,NA,631752,"2,2,4,4,6,6,8,8,10,10,12,12,14,14,16,16,18,18-octadecamethyl-1,3,5,7,9,11,13,15,17-nonaoxa-2,4,6,8,10,12,14,16,18-nonasilacyclooctadecane",ISXOGOLHEGHGQF-UHFFFAOYSA-N,TRUE,631752,ISXOGOLHEGHGQF-UHFFFAOYSA-N,ISXOGOLHEGHGQF-UHFFFAOYSA-N
Tetrabromtalimidetan,Stressor,32588-76-4,NA,NA,628209,"1,2-Bis(tetrabromophthalimide)ethane",DYIZJUDNMOIZQO-UHFFFAOYSA-N,FALSE,628209,DYIZJUDNMOIZQO-UHFFFAOYSA-N,DYIZJUDNMOIZQO-UHFFFAOYSA-N
Ditolyleter,Stressor,28299-41-4,"CYXMOAZSOPXQOD-UHFFFAOYSA-N, FDLFMPKQBNPIER-UHFFFAOYSA-N",NA,641943,1-methyl-2-(2-methylphenoxy)benzene,CYXMOAZSOPXQOD-UHFFFAOYSA-N,FALSE,641943,CYXMOAZSOPXQOD-UHFFFAOYSA-N,CYXMOAZSOPXQOD-UHFFFAOYSA-N
Metyltris(trimetylsiloksy)silan,Stressor,17928-28-8,RGMZNZABJYWAEC-UHFFFAOYSA-N,NA,639411,methyltris(trimethylsiloxy)silane,RGMZNZABJYWAEC-UHFFFAOYSA-N,TRUE,639411,RGMZNZABJYWAEC-UHFFFAOYSA-N,RGMZNZABJYWAEC-UHFFFAOYSA-N
Decylbenzensulfonat (C10),Stressor,1322-98-1,NA,NA,17527,sodium;4-decylbenzenesulfonate,RLJSXMVTLMHXJS-UHFFFAOYSA-M,FALSE,17527,RLJSXMVTLMHXJS-UHFFFAOYSA-M,RKYIBTYKESBLTH-UHFFFAOYSA-M
Tris(4-tert-butylfenyl) fosfat,Stressor,78-33-1,"LORSVOJSXMHDHF-UHFFFAOYSA-N, DKRMFBMUPMZVSA-UHFFFAOYSA-N",NA,642011,tris(4-tert-butylphenyl) phosphate,LORSVOJSXMHDHF-UHFFFAOYSA-N,FALSE,642011,LORSVOJSXMHDHF-UHFFFAOYSA-N,LORSVOJSXMHDHF-UHFFFAOYSA-N
Bis(2-etoksyetyl)ftalat,Stressor,605-54-9,"RMKYMNRQXYPJHL-UHFFFAOYSA-N, MAIYNPKSRZDSSQ-UHFFFAOYSA-N, PFDKNSCZPRKXGZ-UHFFFAOYSA-L",NA,649203,"bis(2-ethoxyethyl) benzene-1,2-dicarboxylate",RMKYMNRQXYPJHL-UHFFFAOYSA-N,FALSE,649203,RMKYMNRQXYPJHL-UHFFFAOYSA-N,RMKYMNRQXYPJHL-UHFFFAOYSA-N
Umettet fluortelomer karboksylsyre (8:2 FTUCA),Stressor,70887-84-2,WHZXTVOEGZRRJM-UHFFFAOYSA-N,NA,649718,8:2 fluorotelomer unsaturated carboxylic acid,WHZXTVOEGZRRJM-UHFFFAOYSA-N,TRUE,649718,WHZXTVOEGZRRJM-UHFFFAOYSA-N,WHZXTVOEGZRRJM-UHFFFAOYSA-N
"2H,2H,3H,3H-perfluorundekansyre (H4PFUnA)",Stressor,34598-33-9,"JZRCRCFPVAXHHQ-UHFFFAOYSA-N, WQTCZINVPXJNEL-UHFFFAOYSA-N",NA,647513,"4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,11-heptadecafluoroundecanoic acid",JZRCRCFPVAXHHQ-UHFFFAOYSA-N,FALSE,647513,JZRCRCFPVAXHHQ-UHFFFAOYSA-N,JZRCRCFPVAXHHQ-UHFFFAOYSA-N
N-nitrosomorfolin,Stressor,59-89-2,NA,NA,646596,n-nitrosomorpholine,ZKXDGKXYMTYWTB-UHFFFAOYSA-N,FALSE,646596,ZKXDGKXYMTYWTB-UHFFFAOYSA-N,ZKXDGKXYMTYWTB-UHFFFAOYSA-N
Tetradekametylsykloheptasiloksan (D7),Stressor,107-50-6,"LLUDPHAETRUJBA-UHFFFAOYSA-N, GSANOGQCVHBHIF-UHFFFAOYSA-N",NA,658859,"2,2,4,4,6,6,8,8,10,10,12,12,14,14-tetradecamethyl-1,3,5,7,9,11,13-heptaoxa-2,4,6,8,10,12,14-heptasilacyclotetradecane",GSANOGQCVHBHIF-UHFFFAOYSA-N,FALSE,658859,GSANOGQCVHBHIF-UHFFFAOYSA-N,LLUDPHAETRUJBA-UHFFFAOYSA-N
"3-(3,5-ditert-butyl-4-hydroksyfenyl)propionsyre (Fenozansyre)",Stressor,20170-32-5,"WPMYUUITDBHVQZ-UHFFFAOYSA-M, WPMYUUITDBHVQZ-UHFFFAOYSA-N, FANGQVKSFHFPBY-UHFFFAOYSA-N, OLMZLVIRKCKONM-UHFFFAOYSA-N",NA,660565,"3-(3,5-ditert-butyl-4-hydroxyphenyl)propanoic acid",WPMYUUITDBHVQZ-UHFFFAOYSA-N,FALSE,660565,WPMYUUITDBHVQZ-UHFFFAOYSA-N,WPMYUUITDBHVQZ-UHFFFAOYSA-M
OH-PCB172,Stressor,158076-64-3,NA,NA,665435,"2,2',3,3',4',5,5'-heptachloro-4-biphenylol",NMAGXCAAKZMNOI-UHFFFAOYSA-N,FALSE,665435,NMAGXCAAKZMNOI-UHFFFAOYSA-N,NMAGXCAAKZMNOI-UHFFFAOYSA-N
"1H,1H,2H,2H-perfluortetradekan-1-ol (12:2 FTOH)",Stressor,39239-77-5,"QBBJBWKVSJWYQK-UHFFFAOYSA-N, WTSZMDBYTKMZRI-UHFFFAOYSA-N",NA,662578,"3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,14-pentacosafluorotetradecan-1-ol",QBBJBWKVSJWYQK-UHFFFAOYSA-N,FALSE,662578,QBBJBWKVSJWYQK-UHFFFAOYSA-N,QBBJBWKVSJWYQK-UHFFFAOYSA-N
1-Hydroksyfenantren,Stressor,2433-56-9,NA,NA,667849,1-phenanthrol,GTBXZWADMKOZQJ-UHFFFAOYSA-N,FALSE,667849,GTBXZWADMKOZQJ-UHFFFAOYSA-N,GTBXZWADMKOZQJ-UHFFFAOYSA-N
