STRESSOR_NAME,DATA_TYPE,CAS_RN,INCHIKEY_STANDARD,MANUAL_CHECK,NOTE,NEW,Frequency
C1-Acenaftener,NA,CAS_NA,NA,NA,Mixture,NA,NA
C1-Dibenzotiofener,NA,CAS_NA,NA,NA,Mixture,NA,NA
C1-Fenantrener/antracener,NA,CAS_NA,NA,NA,Mixture,NA,NA
C2-Dibenzotiofener,NA,CAS_NA,NA,NA,Mixture,NA,NA
C2-Fenantrener/antracener,NA,CAS_NA,NA,NA,Mixture,NA,NA
C3-Dibenzotiofener,NA,CAS_NA,NA,NA,Mixture,NA,NA
C3-Fenantrener/antracener,NA,CAS_NA,NA,NA,Mixture,NA,NA
Dekningsgrad makroskopisk begroing (%),NA,CAS_NA,NA,NA,NA,NA,NA
E. coli,NA,CAS_NA,NA,NA,NA,NA,NA
Estimert antall fisk (art) per arealenhet,NA,CAS_NA,NA,NA,NA,NA,NA
Fargetall,NA,CAS_NA,NA,NA,NA,NA,NA
Fluoresensmåling av klorofyll a,NA,CAS_NA,NA,NA,NA,NA,NA
Forsuringsindeks påvekstalger artssammensetning,NA,CAS_NA,NA,NA,NA,NA,NA
Gløderest,NA,CAS_NA,NA,NA,NA,NA,NA
Individantall dyreplankton (takson) per prøve,NA,CAS_NA,NA,NA,NA,NA,NA
Individantall limnisk/lotisk bunnfauna (takson) per innsatsenhet,NA,CAS_NA,NA,NA,NA,NA,NA
Konduktivitet,NA,CAS_NA,NA,NA,NA,NA,NA
Lengde enkeltindivid fisk (art),NA,CAS_NA,NA,NA,NA,NA,NA
Limnisk bunnfauna EQR eutrofiering,NA,CAS_NA,NA,NA,NA,NA,NA
Limnisk bunnfauna nEQR eutrofiering,NA,CAS_NA,NA,NA,NA,NA,NA
Limnisk bunnfauna nEQR organisk belastning,NA,CAS_NA,NA,NA,NA,NA,NA
Nitrat + nitritt,NA,CAS_NA,NA,NA,NA,NA,NA
Partikkelfraksjon < 2 µm,NA,CAS_NA,NA,NA,NA,NA,NA
Partikkelfraksjon > 63 µm,NA,CAS_NA,NA,NA,NA,NA,NA
Partikulært organisk karbon (POC),NA,CAS_NA,NA,NA,NA,NA,NA
Partikulært organisk nitrogen (PON),NA,CAS_NA,NA,NA,NA,NA,NA
PBDE175+183,NA,CAS_NA,NA,NA,Mixture,NA,NA
PBDE49+71,NA,CAS_NA,NA,NA,Mixture,NA,NA
PCB47/49,NA,CAS_NA,NA,NA,Mixture,NA,NA
PCB74/76,NA,CAS_NA,NA,NA,Mixture,NA,NA
pH,NA,CAS_NA,NA,NA,NA,NA,NA
Raddum forsuringsindeks 2,NA,CAS_NA,NA,NA,NA,NA,NA
Relativ forekomst mikroskopisk begroing (skala),NA,CAS_NA,NA,NA,NA,NA,NA
River Acidification Macroinvertebrate Index (RAMI),NA,CAS_NA,NA,NA,NA,NA,NA
Salinitet,NA,CAS_NA,NA,NA,NA,NA,NA
"Sum 2,4- og 2,5-diklorfenol",Stressor,CAS_NA,NA,NA,Mixture,NA,NA
Sum 2-NFA og 3-NFA,Stressor,CAS_NA,NA,NA,Mixture,NA,NA
Sum alifatiske hydrokarboner >C12-C35,Stressor,CAS_NA,NA,NA,Mixture,NA,NA
Sum alifatiske hydrokarboner >C5-C6,Stressor,CAS_NA,NA,NA,Mixture,NA,NA
Sum alifatiske hydrokarboner >C5-C8,Stressor,CAS_NA,NA,NA,Mixture,NA,NA
Sum alifatiske hydrokarboner >C6-C8,Stressor,CAS_NA,NA,NA,Mixture,NA,NA
Sum alifatiske og aromatiske hydrokarboner,Stressor,CAS_NA,NA,NA,Mixture,NA,NA
Sum alifatiske og aromatiske hydrokarboner >C10-C12,Stressor,CAS_NA,NA,NA,Mixture,NA,NA
Sum alifatiske og aromatiske hydrokarboner >C10-C16,Stressor,CAS_NA,NA,NA,Mixture,NA,NA
Sum alifatiske og aromatiske hydrokarboner >C10-C40,Stressor,CAS_NA,NA,NA,Mixture,NA,NA
Sum alifatiske og aromatiske hydrokarboner >C12-C16,Stressor,CAS_NA,NA,NA,Mixture,NA,NA
Sum alifatiske og aromatiske hydrokarboner >C12-C35,Stressor,CAS_NA,NA,NA,Mixture,NA,NA
Sum alifatiske og aromatiske hydrokarboner >C16-C21,Stressor,CAS_NA,NA,NA,Mixture,NA,NA
Sum alifatiske og aromatiske hydrokarboner >C16-C35,Stressor,CAS_NA,NA,NA,Mixture,NA,NA
Sum alifatiske og aromatiske hydrokarboner >C22-C35,Stressor,CAS_NA,NA,NA,Mixture,NA,NA
Sum alifatiske og aromatiske hydrokarboner >C35-C40,Stressor,CAS_NA,NA,NA,Mixture,NA,NA
Sum alifatiske og aromatiske hydrokarboner >C5-C10,Stressor,CAS_NA,NA,NA,Mixture,NA,NA
Sum alifatiske og aromatiske hydrokarboner >C5-C35,Stressor,CAS_NA,NA,NA,Mixture,NA,NA
Sum alifatiske og aromatiske hydrokarboner >C5-C40,Stressor,CAS_NA,NA,NA,Mixture,NA,NA
Sum alifatiske og aromatiske hydrokarboner >C8-C10,Stressor,CAS_NA,NA,NA,Mixture,NA,NA
"Sum Benzo[b,j,k]fluoranten",Stressor,CAS_NA,NA,NA,Mixture,NA,NA
"Sum Benzo[b,j]fluoranten",Stressor,CAS_NA,NA,NA,Mixture,NA,NA
"Sum Benzo[b,k]fluoranten",Stressor,CAS_NA,NA,NA,Mixture,NA,NA
"Sum Benzo[j,k]fluoranten",Stressor,CAS_NA,NA,NA,Mixture,NA,NA
Sum Crysen og Trifenylen,Stressor,CAS_NA,NA,NA,Mixture,NA,NA
Sum DDT,Stressor,CAS_NA,NA,NA,Mixture,NA,NA
"Sum Dibenzo[a,c/a,h]antracen",Stressor,CAS_NA,NA,NA,Mixture,NA,NA
Sum dioksiner (PCDD + PCDF),Stressor,CAS_NA,NA,NA,Mixture,NA,NA
Sum dioksiner-TEQ (PCDD + PCDF) NATO/CCMS,Stressor,CAS_NA,NA,NA,Mixture,NA,NA
Sum dioksiner-TEQ (PCDD + PCDF) og dioksinlignende stoffer-TEQ (PCB-DL),Stressor,CAS_NA,NA,NA,Mixture,NA,NA
Sum dioksiner-TEQ (PCDD + PCDF) WHO 2005,Stressor,CAS_NA,NA,NA,Mixture,NA,NA
Sum dioksinlignende stoffer-TEQ (PCB-DL),Stressor,CAS_NA,NA,NA,Mixture,NA,NA
Sum fenoler,Stressor,CAS_NA,NA,NA,Mixture,NA,NA
Sum Heksbromsyklododekan (HBCDD),Stressor,CAS_NA,NA,NA,Mixture,NA,NA
Sum HpCDD,Stressor,CAS_NA,NA,NA,Mixture,NA,NA
Sum HpCDF,Stressor,CAS_NA,NA,NA,Mixture,NA,NA
Sum HxCDD,Stressor,CAS_NA,NA,NA,Mixture,NA,NA
Sum HxCDF,Stressor,CAS_NA,NA,NA,Mixture,NA,NA
Sum karsinogene PAH,Stressor,CAS_NA,NA,NA,Mixture,NA,NA
Sum m- og p-Xylen,Stressor,CAS_NA,NA,NA,Mixture,NA,NA
Sum PAH (må spesifiseres),Stressor,CAS_NA,NA,NA,Mixture,NA,NA
Sum PAH16 (USEPA),Stressor,CAS_NA,NA,NA,Mixture,NA,NA
Sum PBDE (må spesifiseres),Stressor,CAS_NA,NA,NA,Mixture,NA,NA
Sum PCB7,Stressor,CAS_NA,NA,NA,Mixture,NA,NA
Sum PCDD,Stressor,CAS_NA,NA,NA,Mixture,NA,NA
Sum PeCDD,Stressor,CAS_NA,NA,NA,Mixture,NA,NA
Sum PeCDF,Stressor,CAS_NA,NA,NA,Mixture,NA,NA
Sum PFAS (må spesifiseres),Stressor,CAS_NA,NA,NA,Mixture,NA,NA
Sum TCDD,Stressor,CAS_NA,NA,NA,Mixture,NA,NA
Sum TCDD-TEQ,Stressor,CAS_NA,NA,NA,Mixture,NA,NA
Sum TCDF,Stressor,CAS_NA,NA,NA,Mixture,NA,NA
Sum tetraklorbenzen (TECB35 + TECB45),Stressor,CAS_NA,NA,NA,Mixture,NA,NA
Sum triklortrimetylbenzen,Stressor,CAS_NA,NA,NA,Mixture,NA,NA
Suspendert tørrstoff,Quality parameter,CAS_NA,NA,NA,NA,NA,NA
Temperatur,Quality parameter,CAS_NA,NA,NA,NA,NA,NA
Termotolerante koliforme bakterier,Quality parameter,CAS_NA,NA,NA,NA,NA,NA
Total alkalitet,Quality parameter,CAS_NA,NA,NA,NA,NA,NA
Total gløderest,Quality parameter,CAS_NA,NA,NA,NA,NA,NA
Totalnitrogen,Quality parameter,CAS_NA,NA,NA,NA,NA,NA
Totalt cyanid,Quality parameter,CAS_NA,NA,NA,NA,NA,NA
Totalt individantall limnisk/lotisk bunnfauna per innsatsenhet,Quality parameter,CAS_NA,NA,NA,NA,NA,NA
Totalt organisk karbon (TOC),Quality parameter,CAS_NA,NA,NA,NA,NA,NA
Totalt suspendert materiale,Quality parameter,CAS_NA,NA,NA,NA,NA,NA
Totalt tørrstoff,Quality parameter,CAS_NA,NA,NA,NA,NA,NA
Trofiindeks påvekstalger artssammensetning,Quality parameter,CAS_NA,NA,NA,NA,NA,NA
Turbiditet,Quality parameter,CAS_NA,NA,NA,NA,NA,NA
UV-absorbans ved 254 nm,Quality parameter,CAS_NA,NA,NA,NA,NA,NA
UV-absorbans ved 285 nm,Quality parameter,CAS_NA,NA,NA,NA,NA,NA
UV-absorbans ved 365 nm,Quality parameter,CAS_NA,NA,NA,NA,NA,NA
UV-absorbans ved 410 nm,Quality parameter,CAS_NA,NA,NA,NA,NA,NA
Vannføring,Quality parameter,CAS_NA,NA,NA,NA,NA,NA
Vanninnhold,Quality parameter,CAS_NA,NA,NA,NA,NA,NA
Valsartan (legemiddel),NA,CAS_137862-53-4,ACWBQPMHZXGDFX-QFIPXVFZSA-N,NA,NA,1,NA
Donepezil (legemiddel),NA,CAS_120014-06-4,ADEBPBSSDYVVLD-HXUWFJFHSA-N,NA,NA,1,NA
Oxazepam (legemiddel),NA,CAS_604-75-1,ADIMAYPTOBDMTL-UHFFFAOYSA-N,NA,NA,1,NA
N-metyl perfluorpentansulfonamid (N-MeFPeSA),NA,CAS_68298-13-5,ADSKDYCFRLKFDJ-UHFFFAOYSA-N,NA,NA,1,NA
4-metoksycinnamat,NA,CAS_830-09-1,AFDXODALSZRGIH-QPJJXVBHSA-N,NA,NA,1,NA
Claritromycin (legemiddel),NA,CAS_81103-11-9,AGOYDEPGAOXOCK-KCBOHYOISA-N,NA,NA,1,NA
Tetryl,NA,CAS_479-45-8,AGUIVNYEYSCPNI-UHFFFAOYSA-N,NA,NA,1,NA
Thifensulfuron-metyl,NA,CAS_79277-27-3,AHTPATJNIAFOLR-UHFFFAOYSA-N,NA,NA,1,NA
Zineb,NA,CAS_12122-67-7,AMHNZOICSMBGDH-UHFFFAOYSA-L,NA,NA,1,NA
"Perfluor-2,5,8,11,14-pentametyl-3,6,9,12,15-pentaoksaoktadekansyre (6x3-PFECA)",NA,CAS_52481-85-3,ANKSFLDOVZNXOJ-UHFFFAOYSA-N,NA,NA,1,NA
Tris(p-isopropylfenyl) fosfat,NA,CAS_2502-15-0,ANVREEJNGJMLOV-UHFFFAOYSA-N,NA,NA,1,NA
dimethyldioctylammonium (DADMAC-C8),NA,CAS_3026-69-5,APTVNWGLSRAOFJ-UHFFFAOYSA-M,NA,NA,1,NA
Sulfametazin,NA,CAS_57-68-1,ASWVTGNCAZCNNR-UHFFFAOYSA-N,NA,NA,1,NA
"4,6-Xylenol",NA,CAS_5384-21-4,AZZWZMUXHALBCQ-UHFFFAOYSA-N,NA,NA,1,NA
Klindamysin sulfoksid (legemiddel),NA,CAS_22431-46-5,BDSYDLWSVWOCSU-UEHJQROMSA-N,NA,NA,1,NA
1-[2-kloro-4-(4-klorofenoksy)fenyl]etanon,NA,CAS_119851-28-4,BDTJIVUVQRVLLJ-UHFFFAOYSA-N,NA,NA,1,NA
Perfluorheksylklorid,NA,CAS_355-41-9,BDUCYIFEYLMINO-UHFFFAOYSA-N,NA,NA,1,NA
Etinylestradiol (legemiddel),NA,CAS_57-63-6,BFPYWIDHMRZLRN-SLHNCBLASA-N,NA,NA,1,NA
Tetrapropylammonium (TPA),NA,CAS_1941-30-6,BGQMOFGZRJUORO-UHFFFAOYSA-M,NA,NA,1,NA
2-(4-oktylfenoksy)etanol,NA,CAS_26636-32-8,BHNQPLPANNDEGL-UHFFFAOYSA-N,NA,NA,1,NA
Tris(Tribromneopentyl) fosfat,NA,CAS_19186-97-1,BHYQWBKCXBXPKM-UHFFFAOYSA-N,NA,NA,1,NA
Oktafluordiklorsykloheksen,NA,CAS_336-19-6,BICOGOBTBGYGFA-UHFFFAOYSA-N,NA,NA,1,NA
"Benzene, 1-ethoxy-2,3-difluoro-4-(trans-4-propylcyclohexyl)-",NA,CAS_174350-05-1,BOAHGIPRRKDVQY-UHFFFAOYSA-N,NA,NA,1,NA
Rosuvastatin (legemiddel),NA,CAS_287714-41-4,BPRHUIZQVSMCRT-VEUZHWNKSA-N,NA,NA,1,NA
Isodiprene,NA,CAS_498-15-7,BQOFWKZOCNGFEC-BDAKNGLRSA-N,NA,NA,1,NA
Bisfenol A bis(bisfenylfosfat),NA,CAS_5945-33-5,BQPNUOYXSVUVMY-UHFFFAOYSA-N,NA,NA,1,NA
"2,6-Di-tert-butyl-4- etylfenol",NA,CAS_4130-42-1,BVUXDWXKPROUDO-UHFFFAOYSA-N,NA,NA,1,NA
Syklopenta[cd]pyren,NA,CAS_27208-37-3,BZCXQYVNASLLQO-UHFFFAOYSA-N,NA,NA,1,NA
Neodekanoat magnesiumsalt,NA,CAS_57453-97-1,CBEVWPCAHIAUOD-UHFFFAOYSA-N,NA,NA,1,NA
3-sykloheksylbifenyl,NA,CAS_1973-15-5,CBRFQLVEZWUNEN-UHFFFAOYSA-N,NA,NA,1,NA
8-iodperfluor-6-oksaoktansyre,NA,CAS_948014-44-6,CDMHOXRIGWSKAZ-UHFFFAOYSA-N,NA,NA,1,NA
Tridekafluorheksyletylmetakrylat,NA,CAS_2144-53-8,CDXFIRXEAJABAZ-UHFFFAOYSA-N,NA,NA,1,NA
Pendimetalin,NA,CAS_40487-42-1,CHIFOSRWCNZCFN-UHFFFAOYSA-N,NA,NA,1,NA
Oksadiazon,NA,CAS_19666-30-9,CHNUNORXWHYHNE-UHFFFAOYSA-N,NA,NA,1,NA
Tiofosfat,NA,CAS_15181-41-6,CHQPRDVSUIJJNP-NSCUHMNNSA-N,NA,NA,1,NA
Methyl-1H-benzotriazole,NA,CAS_29385-43-1,CMGDVUCDZOBDNL-UHFFFAOYSA-N,NA,NA,1,NA
Isolongifolene,NA,CAS_1135-66-6,CQUAYTJDLQBXCQ-UHFFFAOYSA-N,NA,NA,1,NA
Klortalonil,NA,CAS_1897-45-6,CRQQGFGUEAVUIL-UHFFFAOYSA-N,NA,NA,1,NA
"3,5-Bis(trifluormetyl)brombenzen",NA,CAS_328-70-1,CSVCVIHEBDJTCJ-UHFFFAOYSA-N,NA,NA,1,NA
Tinuvin 622,NA,CAS_65447-77-0,CTJXKCPBMVLOQI-UHFFFAOYSA-N,NA,NA,1,NA
Okskarbazepin (legemiddel),NA,CAS_28721-07-5,CTRLABGOLIVAIY-UHFFFAOYSA-N,NA,NA,1,NA
Amidosulfuron,NA,CAS_120923-37-7,CTTHWASMBLQOFR-UHFFFAOYSA-N,NA,NA,1,NA
tetradecyltrimethylammonium (ATAC-C14),NA,CAS_1119-97-7,CXRFDZFCGOPDTD-UHFFFAOYSA-M,NA,NA,1,NA
4-Butylfenol,NA,CAS_1638-22-8,CYYZDBDROVLTJU-UHFFFAOYSA-N,NA,NA,1,NA
9-Metylfenantren,NA,CAS_883-20-5,DALBHIYZSZZWBS-UHFFFAOYSA-N,NA,NA,1,NA
Diklofenak (legemiddel),NA,CAS_15307-86-5,DCOPUUMXTXDBNB-UHFFFAOYSA-N,NA,NA,1,NA
Aklonifen,NA,CAS_74070-46-5,DDBMQDADIHOWIC-UHFFFAOYSA-N,NA,NA,1,NA
Klonazepam (legemiddel),NA,CAS_1622-61-3,DGBIGWXXNGSACT-UHFFFAOYSA-N,NA,NA,1,NA
Sum Pentabrombifenyl,Stressor,CAS_56307-79-0,DGTPXLZCUVCFEH-UHFFFAOYSA-N,NA,Mixture,1,NA
"2,5-Dimetyl-2,5-di-(tert-butylperoksy)heksan",NA,CAS_78-63-7,DMWVYCCGCQPJEA-UHFFFAOYSA-N,NA,NA,1,NA
Aketyl heksametyl tetralin,NA,CAS_1506-02-1,DNRJTBAOUJJKDY-UHFFFAOYSA-N,NA,NA,1,NA
Tonalid,NA,CAS_21145-77-7,DNRJTBAOUJJKDY-UHFFFAOYSA-N,NA,NA,1,NA
Estron,NA,CAS_53-16-7,DNXHEGUUPJUMQT-CBZIJGRNSA-N,NA,NA,1,NA
Terbinafin (legemiddel),NA,CAS_91161-71-6,DOMXUEMWDBAQBQ-WEVVVXLNSA-N,NA,NA,1,NA
Trisyklazol,NA,CAS_41814-78-2,DQJCHOQLCLEDLL-UHFFFAOYSA-N,NA,NA,1,NA
Akridin,NA,CAS_260-94-6,DZBUGLKDJFMEHC-UHFFFAOYSA-N,NA,NA,1,NA
Dibromfenol,NA,CAS_615-58-7,FAXWFCTVSHEODL-UHFFFAOYSA-N,NA,NA,1,NA
Sorbitol,NA,CAS_50-70-4,FBPFZTCFMRRESA-JGWLITMVSA-N,NA,NA,1,NA
18:2 FTOH,NA,CAS_65104-65-6,FDCQNVKWWMNRQN-UHFFFAOYSA-N,NA,NA,1,NA
Pigment Red 14,NA,CAS_6471-50-7,WXHYPQWKGYEJKW-UHFFFAOYSA-N,NA,CAS map to other compound,1,NA
Cashmeran,NA,CAS_33704-61-9,FIMNMFRUQUMXEV-UHFFFAOYSA-N,NA,NA,1,NA
Piperonyl butoksid,NA,CAS_51-03-6,FIPWRIJSWJWJAI-UHFFFAOYSA-N,NA,NA,1,NA
Metribuzin,NA,CAS_21087-64-9,FOXFZRUHNHCZPX-UHFFFAOYSA-N,NA,NA,1,NA
UV-360,NA,CAS_103597-45-1,FQUNFJULCYSSOP-UHFFFAOYSA-N,NA,NA,1,NA
8-Klorperfluoroktansyre (Cl-PFOA),NA,CAS_335-63-7,FUSBVOVTUYPKLS-UHFFFAOYSA-N,NA,NA,1,NA
"2,2,3,5,6-Pentafluor-5-(pentafluoretoksy)-3,6- bis(trifluormetyl)-1,4-dioksan",NA,CAS_84041-66-7,FZTKCIWSVIVEKI-UHFFFAOYSA-N,NA,NA,1,NA
"1H,1H,2H,2H-perfluoroktylfosfat (6:2 PAP)",NA,CAS_57678-01-0,FZTRDYSPWWJCOF-UHFFFAOYSA-N,NA,NA,1,NA
Pigment Red 146,NA,CAS_5280-68-2,HEKSHDRHZRCZBN-UHFFFAOYSA-N,NA,CAS map to other compound,1,NA
"1,2,4,7,8-PeCDF",NA,CAS_58802-15-6,GCFDWHIKRXCUPJ-UHFFFAOYSA-N,NA,NA,1,NA
Clomipramin (legemiddel),NA,CAS_303-49-1,GDLIGKIOYRNHDA-UHFFFAOYSA-N,NA,NA,1,NA
Sum Tetrabrombifenyl,Stressor,CAS_40088-45-7,GEASNODZMCZDOU-UHFFFAOYSA-N,NA,Mixture,1,NA
Sulfapyridin (legemiddel),NA,CAS_144-83-2,GECHUMIMRBOMGK-UHFFFAOYSA-N,NA,NA,1,NA
Perfluordimetyletylpentan,NA,CAS_50285-18-2,GEXSLRJJTOFEMA-UHFFFAOYSA-N,NA,NA,1,NA
N-metyl perfluorheksansulfonamid etanol (N-MeFHxSE),NA,CAS_68555-75-9,GEYBMYRBIABFTA-UHFFFAOYSA-N,NA,NA,1,NA
Resorcinol,NA,CAS_108-46-3,GHMLBKRAJCXXBS-UHFFFAOYSA-N,NA,NA,1,NA
Klorheksidin (Legemiddel),NA,CAS_55-56-1,GHXZTYHSJHQHIJ-UHFFFAOYSA-N,NA,NA,1,NA
"1,2-diklor-3-(triklormetyl)benzen",NA,CAS_84613-97-8,GKGPLSQWIBJJPC-UHFFFAOYSA-N,NA,NA,1,NA
Iridium,NA,CAS_7439-88-5,GKOZUEZYRPOHIO-UHFFFAOYSA-N,NA,NA,1,NA
3-Metylfenantren,NA,CAS_832-71-3,GKYWZUBZZBHZKU-UHFFFAOYSA-N,NA,NA,1,NA
"Perfluor-3,6,9-trioksadekansyre (369O3-PFDA)",NA,CAS_151772-59-7,GNQWOKPKDHCUSB-UHFFFAOYSA-N,NA,NA,1,NA
Bis(4- klorofenyl) sulfon,NA,CAS_80-07-9,GPAPPPVRLPGFEQ-UHFFFAOYSA-N,NA,NA,1,NA
N-Cyclohexyl-N-methylcyclohexanamine,NA,CAS_7560-83-0,GSCCALZHGUWNJW-UHFFFAOYSA-N,NA,NA,1,NA
"2,6-diisopropylnaftalen",NA,CAS_24157-81-1,GWLLTEXUIOFAFE-UHFFFAOYSA-N,NA,NA,1,NA
"1,4-Bis(1-tert-butyldioksy-1-metyletyl)benzen",NA,CAS_25155-25-3,GWQOYRSARAWVTC-UHFFFAOYSA-N,NA,NA,1,NA
2-Metylantracen,NA,CAS_613-12-7,GYMFBYTZOGMSQJ-UHFFFAOYSA-N,NA,NA,1,NA
N-Desmethylcitalopram (legemiddel),NA,CAS_62498-67-3,GZBDTUVDCDMCDU-UHFFFAOYSA-N,NA,NA,1,NA
Ibuprofen (legemiddel),NA,CAS_15687-27-1,HEFNNWSXXWATRW-UHFFFAOYSA-N,NA,NA,1,NA
4-Metylbenzylidenkamfor,NA,CAS_36861-47-9,HEOCBCNFKCOKBX-KAMYIIQDSA-N,NA,NA,1,NA
Pigment Red 112,NA,CAS_6535-46-2,JQNJCQYNSLCFAC-UHFFFAOYSA-N,NA,NA,1,NA
Perfluor-4-isopropoksybutansyre (34-PFECA),NA,CAS_801212-59-9,HFUCGDPRBKRBFR-UHFFFAOYSA-N,NA,NA,1,NA
"6-[(2-Nitrofenyl)aso]-2,4-ditert-pentylfenol",NA,CAS_52184-19-7,HHUOYYNHGMRSIF-WCWDXBQESA-N,NA,NA,1,NA
PBB194,NA,CAS_67889-00-3,HHYHNDNRLUQCEG-UHFFFAOYSA-N,NA,NA,1,NA
Isoforon,NA,CAS_78-59-1,HJOVHMDZYOCNQW-UHFFFAOYSA-N,NA,NA,1,NA
Pigment orange,NA,CAS_3520-72-7,HKYYDLYCGBDWSB-ATXIYDNESA-N,NA,NA,1,NA
3-etylfenol,NA,CAS_620-17-7,HMNKTRSOROOSPP-UHFFFAOYSA-N,NA,NA,1,NA
Tiakloprid,NA,CAS_111988-49-9,HOKKPVIRMVDYPB-UHFFFAOYSA-N,NA,NA,1,NA
Isofenfos,NA,CAS_25311-71-1,HOQADATXFBOEGG-UHFFFAOYSA-N,NA,NA,1,NA
Diltiazem (legemiddel),NA,CAS_42399-41-7,HSUGRBWQSSZJOP-RTWAWAEBSA-N,NA,NA,1,NA
Polybutadien,NA,CAS_9003-17-2,KAKZBPTYRLMSJV-UHFFFAOYSA-N,NA,CAS map to other compound,1,NA
"barium 3,5,5-trimethylhexanoate",NA,CAS_36211-43-5,HYVAOIFCEISHMZ-UHFFFAOYSA-L,NA,NA,1,NA
Metoksyklor,NA,CAS_72-43-5,IAKOZHOLGAGEJT-UHFFFAOYSA-N,NA,NA,1,NA
Triclocarban,NA,CAS_101-20-2,ICUTUKXCWQYESQ-UHFFFAOYSA-N,NA,NA,1,NA
Trimetoprim (legemiddel),NA,CAS_738-70-5,IEDVJHCEMCRBQM-UHFFFAOYSA-N,NA,NA,1,NA
Tert-Butyl cumyl peroksid,NA,CAS_3457-61-2,IGUFFVCWVNIHEE-UHFFFAOYSA-N,NA,NA,1,NA
Besafibrat (legemiddel),NA,CAS_41859-67-0,IIBYAHWJQTYFKB-UHFFFAOYSA-N,NA,NA,1,NA
"Perfluor-2,5,8,11-tetrametyl-3,6,9,12-tetraoksapentadekansyre (5x3-PFECA)",NA,CAS_65150-95-0,IJDRCJGYWUCJTR-UHFFFAOYSA-N,NA,NA,1,NA
Zirkonium salt av neodekansyre,NA,CAS_39049-04-2,IJEFAHUDTLUXDY-UHFFFAOYSA-J,NA,NA,1,NA
Perfluortetrahydro-2-furankarboksylsyre (Furan-PFECA),NA,CAS_65578-62-3,IJSPOBHLFLGFMQ-UHFFFAOYSA-N,NA,NA,1,NA
4-tert-Nonylfenol,NA,CAS_30784-30-6,IJWXCYSPVNCDMA-UHFFFAOYSA-N,NA,NA,1,NA
Trifenylfosfortioat,NA,CAS_597-82-0,IKXFIBBKEARMLL-UHFFFAOYSA-N,NA,NA,1,NA
Traseolid,NA,CAS_68140-48-7,IMRYETFJNLKUHK-UHFFFAOYSA-N,NA,NA,1,NA
n-Butylbensene sulfonamid,NA,CAS_3622-84-2,IPRJXAGUEGOFGG-UHFFFAOYSA-N,NA,NA,1,NA
Tetraklorheksafluorbutan,NA,CAS_375-45-1,IRHYACQPDDXBCB-UHFFFAOYSA-N,NA,NA,1,NA
dimethylditetradecylammonium (DADMAC-C14),NA,CAS_68105-02-2 ,IRMGVPILCPGYNQ-UHFFFAOYSA-M,NA,NA,1,NA
Sum Cresol,Stressor,CAS_1319-77-3,ISWSIDIOOBJBQZ-UHFFFAOYSA-N,NA,Mixture,1,NA
Perflourmetasulfonsyre,NA,CAS_1493-13-6,ITMCEJHCFYSIIV-UHFFFAOYSA-N,NA,NA,1,NA
Metoprolol (legemiddel),NA,CAS_37350-58-6,IUBSYMUCCVWXPE-UHFFFAOYSA-N,NA,NA,1,NA
Metoprolol (legemiddel),NA,CAS_51384-51-1,IUBSYMUCCVWXPE-UHFFFAOYSA-N,NA,NA,1,NA
"[1,1'-Bicyclohexyl]-4-one, 4'-(3,4-difluorophenyl)-, trans-",NA,CAS_147622-85-3,IUJMYVYPSSBPCX-UHFFFAOYSA-N,NA,NA,1,NA
2-etylfenol,NA,CAS_90-00-6,IXQGCWUGDFDQMF-UHFFFAOYSA-N,NA,NA,1,NA
Perfluortripropylamin,NA,CAS_338-83-0,JAJLKEVKNDUJBG-UHFFFAOYSA-N,NA,NA,1,NA
benzyldimethyldodecylammonium (BAC-C12),NA,CAS_139-07-1,JBIROUFYLSSYDX-UHFFFAOYSA-M,NA,NA,1,NA
e-Caprolactam,NA,CAS_105-60-2,JBKVHLHDHHXQEQ-UHFFFAOYSA-N,NA,NA,1,NA
Melamine,NA,CAS_108-78-1,JDSHMPZPIAZGSV-UHFFFAOYSA-N,NA,NA,1,NA
"4,4'-Sulfonylbis(2,6-dibromfenol)",NA,CAS_39635-79-5,JHJUYGMZIWDHMO-UHFFFAOYSA-N,NA,NA,1,NA
Sulfametoxazol (legemiddel),NA,CAS_723-46-6,JLKIGFTWXXRPMT-UHFFFAOYSA-N,NA,NA,1,NA
"1,2,7,8-TCDF",NA,CAS_58802-20-3,JODWPAQNABOHDG-UHFFFAOYSA-N,NA,NA,1,NA
Tetrabutylammoniumbromid,NA,CAS_1643-19-2,JRMUNVKIHCOMHV-UHFFFAOYSA-M,NA,NA,1,NA
1-metylpyren,NA,CAS_2381-21-7,KBSPJIWZDWBDGM-UHFFFAOYSA-N,NA,NA,1,NA
Oktafluorsyklopentankarboksylsyre (cycC5F8-COOH),NA,CAS_144808-89-9,KCIRACURDCXMQC-UHFFFAOYSA-N,NA,NA,1,NA
Klindamysin (legemiddel),NA,CAS_18323-44-9,KDLRVYVGXIQJDK-AWPVFWJPSA-N,NA,NA,1,NA
Amitryptyline (legemiddel),NA,CAS_549-18-8,KFYRPLNVJVHZGT-UHFFFAOYSA-N,NA,NA,1,NA
"4,4'-(Isopropylidenebis(4,1-phenyleneoxy))dianiline",NA,CAS_13080-86-9,KMKWGXGSGPYISJ-UHFFFAOYSA-N,NA,NA,1,NA
